Dialogue_ID,Event_ID,NPC_Name,Level,Event_Number,Text_Type,Sequence,Text_Content,Choice_ID,Condition,Target_NPC,Stat_Type,Stat_Change,Flag_Set,Next_Event
D_Kyle_2_001_C01,E_Kyle_2_001,카일,2,1,Choice,1,고마워요,C_Kyle_2_001_01,,,,,,
D_Kyle_2_001_01_R06,E_Kyle_2_001,카일,2,1,Result,6,,C_Kyle_2_001_01,,,Health,10,,
D_Kyle_2_001_C02,E_Kyle_2_001,카일,2,1,Choice,2,카일은 힘들지 않아요?,C_Kyle_2_001_02,,,,,,
D_Kyle_2_002_001,E_Kyle_2_002,카일,2,2,Dialogue,1,"루아 님, 혹시 호신술에 관심이 있으십니까?",,,,,,,
D_Kyle_2_002_002,E_Kyle_2_002,카일,2,2,Dialogue,2,여왕이 되면 위험도 따르니... 기본적인 것이라도...,,,,,,,
D_Kyle_2_002_003,E_Kyle_2_002,카일,2,2,Dialogue,3,제가 가르쳐 드릴까 합니다.,,,,,,,
D_Kyle_2_002_C01,E_Kyle_2_002,카일,2,2,Choice,1,배울래요!,C_Kyle_2_002_01,,,,,,
D_Kyle_2_002_C02,E_Kyle_2_002,카일,2,2,Choice,2,평화롭게 지내고 싶어요,C_Kyle_2_002_02,,,,,,
D_Kyle_3_001_001,E_Kyle_3_001,카일,3,1,Dialogue,1,루아 님... 전 사실...,,,,,,,
D_Kyle_3_001_002,E_Kyle_3_001,카일,3,1,Dialogue,2,루아 님이 어렸을 때부터 지켜보았습니다.,,,,,,,
D_Kyle_3_001_003,E_Kyle_3_001,카일,3,1,Dialogue,3,그때는 이렇게 커질 줄 몰랐는데...,,,,,,,
D_Kyle_3_001_004,E_Kyle_3_001,카일,3,1,Dialogue,4,정말 대견스럽습니다.,,,,,,,
D_Kyle_3_001_C01,E_Kyle_3_001,카일,3,1,Choice,1,카일이 지켜줘서 고마워요,C_Kyle_3_001_01,,,,,,
D_Kyle_3_001_01_R06,E_Kyle_3_001,카일,3,1,Result,6,,C_Kyle_3_001_01,,,Stress,-5,,
D_Kyle_3_001_C02,E_Kyle_3_001,카일,3,1,Choice,2,앞으로도 지켜봐줘요,C_Kyle_3_001_02,,,,,,
D_Kyle_3_002_001,E_Kyle_3_002,카일,3,2,Dialogue,1,루아 님은 여왕이 되는 것에 대해 어떻게 생각하십니까?,,,,,,,
D_Kyle_3_002_002,E_Kyle_3_002,카일,3,2,Dialogue,2,의무로 여겨지고 계시다면...,,,,,,,
D_Kyle_3_002_003,E_Kyle_3_002,카일,3,2,Dialogue,3,그것만은 안 됩니다.,,,,,,,
D_Kyle_3_002_004,E_Kyle_3_002,카일,3,2,Dialogue,4,스스로 선택하셔야 합니다.,,,,,,,
D_Kyle_3_002_C01,E_Kyle_3_002,카일,3,2,Choice,1,생각이 많아요,C_Kyle_3_002_01,,,,,,
D_Kyle_3_002_C02,E_Kyle_3_002,카일,3,2,Choice,2,카일은 어떻게 생각해요?,C_Kyle_3_002_02,,,,,,
D_Kyle_4_001_001,E_Kyle_4_001,카일,4,1,Dialogue,1,루아 님... 사실 전...,,,,,,,
D_Kyle_4_001_002,E_Kyle_4_001,카일,4,1,Dialogue,2,전왕궁에서 쫓겨날 뻔했던 적이 있습니다.,,,,,,,
D_Kyle_4_001_003,E_Kyle_4_001,카일,4,1,Dialogue,3,그때 루아 님을 처음 만났지요...,,,,,,,
D_Kyle_4_001_004,E_Kyle_4_001,카일,4,1,Dialogue,4,루아 님이 제 인생을 바꿔주셨습니다.,,,,,,,
D_Kyle_4_001_C01,E_Kyle_4_001,카일,4,1,Choice,1,무슨 일이었어요?,C_Kyle_4_001_01,,,,,,
D_Kyle_4_001_C02,E_Kyle_4_001,카일,4,1,Choice,2,지금은 괜찮아요?,C_Kyle_4_001_02,,,,,,
D_Kyle_4_001_02_R07,E_Kyle_4_001,카일,4,1,Result,7,,C_Kyle_4_001_02,,,Morality,5,,
D_Kyle_4_002_001,E_Kyle_4_002,카일,4,2,Dialogue,1,"루아 님, 평생 루아 님을 지켜주겠다고 맹세합니다.",,,,,,,
D_Kyle_4_002_002,E_Kyle_4_002,카일,4,2,Dialogue,2,어떤 선택을 하시든...,,,,,,,
D_Kyle_4_002_003,E_Kyle_4_002,카일,4,2,Dialogue,3,어디에 있시든...,,,,,,,
D_Kyle_4_002_004,E_Kyle_4_002,카일,4,2,Dialogue,4,제 생명이 다하는 그날까지...,,,,,,,
D_Kyle_4_002_C01,E_Kyle_4_002,카일,4,2,Choice,1,"고마워요, 카일",C_Kyle_4_002_01,,,,,,
D_Kyle_4_002_C02,E_Kyle_4_002,카일,4,2,Choice,2,나도 카일을 지킬게요,C_Kyle_4_002_02,,,,,,
D_Kyle_5_001_001,E_Kyle_5_001,카일,5,1,Dialogue,1,"루아 님, 18세가 되셨군요...",,,,,,,
D_Kyle_5_001_002,E_Kyle_5_001,카일,5,1,Dialogue,2,이제 선택의 시간입니다.,,,,,,,
D_Kyle_5_001_003,E_Kyle_5_001,카일,5,1,Dialogue,3,전 루아 님의 선택을 존중합니다.,,,,,,,
D_Kyle_5_001_004,E_Kyle_5_001,카일,5,1,Dialogue,4,그리고... 루아 님을 따르겠습니다.,,,,,,,
D_Kyle_5_001_005,E_Kyle_5_001,카일,5,1,Dialogue,5,어떤 미래라도 함께하겠습니다.,,,,,,,
D_Kyle_5_001_C01,E_Kyle_5_001,카일,5,1,Choice,1,정말 고마워요,C_Kyle_5_001_01,,,,,,
D_Kyle_5_001_C02,E_Kyle_5_001,카일,5,1,Choice,2,앞으로도 잘 부탁해요,C_Kyle_5_001_02,,,,,,
D_Lian_3_001_001,E_Lian_3_001,리안,3,1,Dialogue,1,어... 너도... 보이는구나?,,,,,,,
D_Lian_3_001_002,E_Lian_3_001,리안,3,1,Dialogue,2,"아, 미안해! 갑자기 이상한 소리를 해서...",,,,,,,
D_Lian_3_001_003,E_Lian_3_001,리안,3,1,Dialogue,3,하지만 정말이야. 너는... 평범한 사람이 아니지?,,,,,,,
D_Lian_3_001_004,E_Lian_3_001,리안,3,1,Dialogue,4,나는 리안이야. 그리고 너는...,,,,,,,
D_Lian_3_001_005,E_Lian_3_001,리안,3,1,Dialogue,5,...레몬 냄새가 나는구나.,,,,,,,
D_Lian_3_001_C01,E_Lian_3_001,리안,3,1,Choice,1,너는 누구야?,C_Lian_3_001_01,,,,,,
D_Lian_3_001_01_R07,E_Lian_3_001,리안,3,1,Result,7,,C_Lian_3_001_01,,,Stress,-5,,
D_Lian_3_001_C02,E_Lian_3_001,리안,3,1,Choice,2,나를 볼 수 있는 거야?,C_Lian_3_001_02,,,,,,
D_Lian_3_002_001,E_Lian_3_002,리안,3,2,Dialogue,1,나는 어릴 때부터... 너 같은 존재를 볼 수 있었어.,,,,,,,
D_Lian_3_002_002,E_Lian_3_002,리안,3,2,Dialogue,2,주변에는 말 못했어. 이상하게 볼 것 같아서...,,,,,,,
D_Lian_3_002_003,E_Lian_3_002,리안,3,2,Dialogue,3,너도 혼자 힘들었겠다...,,,,,,,
D_Lian_3_002_004,E_Lian_3_002,리안,3,2,Dialogue,4,이제 혼자가 아니야.,,,,,,,
D_Lian_3_002_C01,E_Lian_3_002,리안,3,2,Choice,1,고마워,C_Lian_3_002_01,,,,,,
D_Lian_3_002_01_R06,E_Lian_3_002,리안,3,2,Result,6,,C_Lian_3_002_01,,,Intelligence,3,,
D_Lian_3_002_C02,E_Lian_3_002,리안,3,2,Choice,2,나도 그랬어,C_Lian_3_002_02,,,,,,
D_Lian_3_003_001,E_Lian_3_003,리안,3,3,Dialogue,1,너는... 인간 세계에서 어떻게 지내?,,,,,,,
D_Lian_3_003_002,E_Lian_3_003,리안,3,3,Dialogue,2,익숙해졌어? 아니면 아직도 어색해?,,,,,,,
D_Lian_3_003_003,E_Lian_3_003,리안,3,3,Dialogue,3,내가 도움이 될 수 있는 게 있으면 말해줘.,,,,,,,
D_Lian_3_003_004,E_Lian_3_003,리안,3,3,Dialogue,4,나도... 특별한 존재들의 세계에 대해 알고 싶어.,,,,,,,
D_Lian_3_003_C01,E_Lian_3_003,리안,3,3,Choice,1,인간 세계는 복잡해,C_Lian_3_003_01,,,,,,
D_Lian_3_003_C02,E_Lian_3_003,리안,3,3,Choice,2,리안에게 물어볼게 있어,C_Lian_3_003_02,,,,,,
D_Lian_4_001_001,E_Lian_4_001,리안,4,1,Dialogue,1,사실... 내가 특별한 능력을 가진 이유를 알아냈어.,,,,,,,
D_Lian_4_001_002,E_Lian_4_001,리안,4,1,Dialogue,2,내 조상 중에... 디저트 왕국과 인연이 있었대.,,,,,,,
D_Lian_4_001_003,E_Lian_4_001,리안,4,1,Dialogue,3,그래서 나도 너희를 볼 수 있는 거야.,,,,,,,
D_Lian_4_001_004,E_Lian_4_001,리안,4,1,Dialogue,4,...너랑 만난 건 운명인가 봐.,,,,,,,
D_Lian_4_001_C01,E_Lian_4_001,리안,4,1,Choice,1,정말? 대단하다!,C_Lian_4_001_01,,,,,,
D_Lian_4_001_C02,E_Lian_4_001,리안,4,1,Choice,2,그럼 우리는... 연결되어 있는 거네?,C_Lian_4_001_02,,,,,,
D_Lian_4_002_001,E_Lian_4_002,리안,4,2,Dialogue,1,루아... 솔직히 말하면...,,,,,,,
D_Lian_4_002_002,E_Lian_4_002,리안,4,2,Dialogue,2,처음엔 궁금해서 다가갔어.,,,,,,,
D_Lian_4_002_003,E_Lian_4_002,리안,4,2,Dialogue,3,하지만 지금은... 네가 좋아.,,,,,,,
D_Lian_4_002_004,E_Lian_4_002,리안,4,2,Dialogue,4,인간이든 디저트든 상관없이... 너라는 존재가 좋아.,,,,,,,
D_Lian_4_002_C01,E_Lian_4_002,리안,4,2,Choice,1,나도 리안이 좋아,C_Lian_4_002_01,,,,,,
D_Lian_4_002_C02,E_Lian_4_002,리안,4,2,Choice,2,...고마워,C_Lian_4_002_02,,,,,,
D_Lian_4_002_02_R07,E_Lian_4_002,리안,4,2,Result,7,,C_Lian_4_002_02,,,Hidden_Ending,Unlock,True,
D_Lian_5_001_001,E_Lian_5_001,리안,5,1,Dialogue,1,"루아, 네가 18세가 되면 선택해야겠지...",,,,,,,
D_Lian_5_001_002,E_Lian_5_001,리안,5,1,Dialogue,2,"여왕이 될 것인지, 다른 길을 갈 것인지...",,,,,,,
D_Lian_5_001_003,E_Lian_5_001,리안,5,1,Dialogue,3,하지만 기억해.,,,,,,,
D_Lian_5_001_004,E_Lian_5_001,리안,5,1,Dialogue,4,어떤 선택을 하든... 나는 네 편이야.,,,,,,,
D_Lian_5_001_005,E_Lian_5_001,리안,5,1,Dialogue,5,인간 세계와 디저트 왕국의 다리가 되어줄게.,,,,,,,
D_Lian_5_001_C01,E_Lian_5_001,리안,5,1,Choice,1,리안이 있어서 다행이야,C_Lian_5_001_01,,,,,,
D_Lian_5_001_C02,E_Lian_5_001,리안,5,1,Choice,2,우리가 함께 새로운 시대를 만들자,C_Lian_5_001_02,,,,,,
D_Lian_5_001_02_R08,E_Lian_5_001,리안,5,1,Result,8,,C_Lian_5_001_02,,,Hidden_Ending,Unlock,True,
D_Lian_5_002_001,E_Lian_5_002,리안,5,2,Dialogue,1,루아... 12년 동안 정말 고생 많았어.,,,,,,,
D_Lian_5_002_002,E_Lian_5_002,리안,5,2,Dialogue,2,너는 정말 멋지게 자랐어.,,,,,,,
D_Lian_5_002_003,E_Lian_5_002,리안,5,2,Dialogue,3,이제 너의 선택이야.,,,,,,,
D_Lian_5_002_004,E_Lian_5_002,리안,5,2,Dialogue,4,그리고... 나도 내 선택을 할 거야.,,,,,,,
D_Lian_5_002_005,E_Lian_5_002,리안,5,2,Dialogue,5,너와 함께하는 미래를 선택할게.,,,,,,,
D_Lian_5_002_C01,E_Lian_5_002,리안,5,2,Choice,1,"고마워, 리안",C_Lian_5_002_01,,,,,,
D_Lian_5_002_C02,E_Lian_5_002,리안,5,2,Choice,2,나도 리안과 함께할래,C_Lian_5_002_02,,,,,,
